Stop,Departure Location,Destination Location,Price (RM),Departure Month,Departure Day,Departure Hour,Departure Minute
1,PEN,BTU,342.11,12,28,11,20
1,PEN,BTU,342.11,12,28,15,45
1,PEN,BTU,308.1,12,28,16,45
1,PEN,BTU,502.09,12,28,19,5
1,PEN,BTU,308.1,12,28,19,5
1,PEN,BTU,502.09,12,28,20,50
1,PEN,BTU,308.1,12,28,20,50
0,PEN,JHB,304.3,12,28,10,25
0,PEN,JHB,414.3,12,28,17,10
0,PEN,KBR,74.3,12,28,13,0
0,PEN,KCH,304.3,12,28,20,55
0,PEN,KUL,114.3,12,28,11,20
0,PEN,KUL,114.3,12,28,15,45
0,PEN,KUL,80.3,12,28,16,45
0,PEN,KUL,80.3,12,28,19,5
0,PEN,KUL,80.3,12,28,20,50
1,PEN,LBU,366.1,12,28,11,20
1,PEN,LBU,366.1,12,28,15,45
1,PEN,LBU,219.0,12,28,16,45
1,PEN,LBU,219.0,12,28,19,5
1,PEN,LBU,219.0,12,28,20,50
0,PEN,LGK,224.3,12,28,9,50
0,PEN,LGK,114.3,12,28,20,25
1,PEN,SDK,326.1,12,28,11,20
1,PEN,SDK,396.1,12,28,11,20
1,PEN,SDK,326.1,12,28,15,45
1,PEN,SDK,239.0,12,28,16,45
1,PEN,SDK,239.0,12,28,19,5
1,PEN,SDK,239.0,12,28,19,5
1,PEN,SDK,239.0,12,28,20,50
1,PEN,SDK,239.0,12,28,20,50
1,PEN,SDK,239.0,12,28,20,50
1,PEN,TGG,316.1,12,28,11,20
1,PEN,TGG,316.1,12,28,15,45
1,PEN,TGG,262.1,12,28,19,5
1,PEN,TGG,262.1,12,28,20,50
1,PEN,TWU,386.11,12,28,11,20
1,PEN,TWU,426.1,12,28,11,20
1,PEN,TWU,386.11,12,28,15,45
1,PEN,TWU,248.99,12,28,16,45
1,PEN,TWU,248.99,12,28,16,45
1,PEN,TWU,248.99,12,28,19,5
1,PEN,TWU,248.99,12,28,19,5
1,PEN,TWU,248.99,12,28,20,50
1,PEN,TWU,248.99,12,28,20,50
1,PEN,TWU,248.99,12,28,20,50
1,SDK,AOR,426.1,12,28,9,35
1,SDK,AOR,426.1,12,28,9,35
1,SDK,AOR,376.1,12,28,13,30
1,SDK,AOR,376.1,12,28,13,30
1,SDK,AOR,376.1,12,28,18,30
0,SDK,BKI,134.0,12,28,11,35
0,SDK,BKI,134.0,12,28,14,0
1,SDK,JHB,883.12,12,28,14,0
1,SDK,KBR,436.11,12,28,9,35
1,SDK,KBR,436.11,12,28,9,35
1,SDK,KBR,436.11,12,28,9,35
1,SDK,KBR,436.11,12,28,9,35
1,SDK,KBR,376.1,12,28,13,30
1,SDK,KBR,376.1,12,28,13,30
1,SDK,KBR,386.11,12,28,13,30
1,SDK,KBR,376.1,12,28,18,30
1,SDK,KBR,376.1,12,28,18,30
1,SDK,KBR,376.1,12,28,18,30
1,SDK,KCH,657.38,12,28,9,35
1,SDK,KCH,657.38,12,28,9,35
1,SDK,KCH,780.02,12,28,9,35
1,SDK,KCH,437.58,12,28,11,35
1,SDK,KCH,610.21,12,28,13,30
1,SDK,KCH,732.85,12,28,13,30
1,SDK,KCH,610.21,12,28,13,30
1,SDK,KCH,407.58,12,28,14,0
1,SDK,KCH,610.21,12,28,18,30
1,SDK,KCH,610.21,12,28,18,30
0,SDK,KUL,264.3,12,28,9,35
0,SDK,KUL,214.3,12,28,13,30
0,SDK,KUL,214.3,12,28,18,30
1,SDK,LGK,436.11,12,28,9,35
1,SDK,LGK,436.11,12,28,9,35
1,SDK,LGK,436.11,12,28,9,35
1,SDK,LGK,466.1,12,28,9,35
1,SDK,LGK,386.11,12,28,13,30
1,SDK,LGK,386.11,12,28,13,30
1,SDK,LGK,416.1,12,28,18,30
1,SDK,LGK,416.1,12,28,18,30
1,SDK,LGK,416.1,12,28,18,30
1,SDK,LGK,416.1,12,28,18,30
1,SDK,PEN,412.1,12,28,9,35
1,SDK,PEN,412.1,12,28,9,35
1,SDK,PEN,412.1,12,28,9,35
1,SDK,PEN,362.1,12,28,13,30
1,SDK,PEN,362.1,12,28,13,30
1,SDK,PEN,362.1,12,28,18,30
1,SDK,PEN,362.1,12,28,18,30
1,SDK,PEN,362.1,12,28,18,30
1,SDK,SBW,333.81,12,28,11,35
1,SDK,SBW,333.81,12,28,14,0
1,SDK,TGG,466.1,12,28,9,35
1,SDK,TGG,416.1,12,28,13,30
1,SDK,TGG,396.1,12,28,18,30
1,SDK,TWU,421.0,12,28,11,35
1,SBW,AOR,486.1,12,28,9,35
1,SBW,AOR,486.1,12,28,9,35
1,SBW,AOR,486.1,12,28,21,55
1,SBW,AOR,486.1,12,28,21,55
0,SBW,BKI,144.3,12,28,21,0
0,SBW,JHB,284.3,12,28,19,45
1,SBW,KBR,496.1,12,28,9,35
1,SBW,KBR,496.1,12,28,9,35
1,SBW,KBR,496.1,12,28,9,35
1,SBW,KBR,496.1,12,28,9,35
1,SBW,KBR,486.1,12,28,21,55
1,SBW,KBR,486.1,12,28,21,55
1,SBW,KBR,486.1,12,28,21,55
1,SBW,KBR,486.1,12,28,21,55
1,SBW,KBR,486.1,12,28,21,55
1,SBW,KBR,486.1,12,28,21,55
0,SBW,KCH,134.0,12,28,10,40
0,SBW,KCH,134.0,12,28,14,50
0,SBW,KCH,134.0,12,28,17,50
0,SBW,KUL,324.3,12,28,9,35
0,SBW,KUL,324.3,12,28,21,55
1,SBW,LGK,526.1,12,28,9,35
1,SBW,LGK,526.1,12,28,9,35
1,SBW,LGK,496.1,12,28,9,35
1,SBW,LGK,496.1,12,28,9,35
1,SBW,LGK,526.1,12,28,9,35
1,SBW,LGK,526.1,12,28,21,55
1,SBW,LGK,526.1,12,28,21,55
1,SBW,LGK,556.1,12,28,21,55
1,SBW,LGK,526.1,12,28,21,55
1,SBW,LGK,526.1,12,28,21,55
1,SBW,TGG,526.1,12,28,9,35
1,SBW,TGG,506.1,12,28,21,55
1,TGG,AOR,356.1,12,28,14,15
1,TGG,AOR,296.1,12,28,20,30
1,TGG,BTU,422.1,12,28,14,15
1,TGG,BTU,516.1,12,28,20,30
1,TGG,BTU,362.11,12,28,20,30
1,TGG,JHB,240.0,12,28,14,15
1,TGG,JHB,163.0,12,28,20,30
1,TGG,KBR,356.1,12,28,14,15
1,TGG,KBR,366.1,12,28,14,15
1,TGG,KBR,356.1,12,28,14,15
1,TGG,KBR,366.1,12,28,14,15
1,TGG,KBR,296.1,12,28,20,30
1,TGG,KBR,296.1,12,28,20,30
1,TGG,KBR,296.1,12,28,20,30
1,TGG,KBR,296.1,12,28,20,30
1,TGG,KCH,626.1,12,28,14,15
1,TGG,KCH,756.1,12,28,14,15
1,TGG,KCH,626.1,12,28,14,15
1,TGG,KCH,566.1,12,28,20,30
1,TGG,KCH,566.1,12,28,20,30
0,TGG,KUL,194.3,12,28,14,15
0,TGG,KUL,134.3,12,28,20,30
1,TGG,LBU,446.1,12,28,14,15
1,TGG,LBU,386.11,12,28,20,30
1,TGG,LGK,366.1,12,28,14,15
1,TGG,LGK,366.1,12,28,14,15
1,TGG,LGK,336.11,12,28,20,30
1,TGG,LGK,336.11,12,28,20,30
1,TGG,LGK,336.11,12,28,20,30
1,TGG,LGK,336.11,12,28,20,30
1,TGG,LGK,336.11,12,28,20,30
1,TGG,LGK,336.11,12,28,20,30
1,TGG,LGK,366.1,12,28,20,30
1,TGG,LGK,366.1,12,28,20,30
1,TGG,MYY,456.1,12,28,20,30
1,TGG,PEN,342.09,12,28,14,15
1,TGG,PEN,342.09,12,28,14,15
1,TGG,PEN,282.1,12,28,20,30
1,TGG,PEN,282.1,12,28,20,30
1,TGG,PEN,282.1,12,28,20,30
1,TGG,SDK,436.1,12,28,14,15
1,TGG,SDK,376.1,12,28,20,30
1,TGG,SDK,376.1,12,28,20,30
1,TGG,SDK,376.1,12,28,20,30
1,TGG,SBW,546.1,12,28,14,15
1,TGG,SBW,506.1,12,28,14,15
1,TGG,SBW,446.1,12,28,20,30
1,TWU,AOR,406.1,12,28,9,40
1,TWU,AOR,406.1,12,28,9,40
1,TWU,AOR,446.1,12,28,10,20
1,TWU,AOR,446.1,12,28,10,20
1,TWU,AOR,446.1,12,28,16,10
1,TWU,AOR,446.1,12,28,18,50
1,TWU,AOR,406.1,12,28,21,5
1,TWU,AOR,406.1,12,28,21,5
0,TWU,BKI,174.0,12,28,9,0
0,TWU,BKI,194.0,12,28,10,25
0,TWU,BKI,174.0,12,28,16,35
1,TWU,KBR,269.0,12,28,9,40
1,TWU,KBR,269.0,12,28,9,40
1,TWU,KBR,269.0,12,28,9,40
1,TWU,KBR,269.0,12,28,9,40
1,TWU,KBR,456.11,12,28,10,20
1,TWU,KBR,456.11,12,28,10,20
1,TWU,KBR,456.11,12,28,10,20
1,TWU,KBR,446.1,12,28,18,50
1,TWU,KBR,269.0,12,28,21,5
1,TWU,KBR,269.0,12,28,21,5
1,TWU,KCH,272.6,12,28,9,0
1,TWU,KCH,272.6,12,28,10,25
0,TWU,KUL,244.3,12,28,9,40
0,TWU,KUL,284.3,12,28,10,20
0,TWU,KUL,284.3,12,28,16,10
0,TWU,KUL,284.3,12,28,18,50
0,TWU,KUL,244.3,12,28,21,5
1,TWU,LGK,416.1,12,28,9,40
1,TWU,LGK,446.1,12,28,9,40
1,TWU,LGK,416.1,12,28,9,40
1,TWU,LGK,416.1,12,28,9,40
1,TWU,LGK,456.11,12,28,10,20
1,TWU,LGK,456.11,12,28,10,20
1,TWU,LGK,456.11,12,28,10,20
1,TWU,LGK,446.1,12,28,21,5
1,TWU,LGK,446.1,12,28,21,5
1,TWU,LGK,446.1,12,28,21,5
1,TWU,MYY,553.06,12,28,9,0
1,TWU,MYY,553.06,12,28,10,25
1,TWU,PEN,248.99,12,28,9,40
1,TWU,PEN,248.99,12,28,9,40
1,TWU,PEN,248.99,12,28,9,40
1,TWU,PEN,432.1,12,28,10,20
1,TWU,PEN,432.1,12,28,10,20
1,TWU,PEN,432.1,12,28,10,20
1,TWU,PEN,432.1,12,28,18,50
1,TWU,PEN,432.1,12,28,18,50
1,TWU,PEN,248.99,12,28,21,5
1,TWU,PEN,248.99,12,28,21,5
1,TWU,SDK,371.0,12,28,9,0
1,TWU,SDK,391.0,12,28,10,25
1,TWU,SBW,373.81,12,28,16,35
1,AOR,BKI,416.1,12,29,11,5
1,AOR,BKI,466.1,12,29,11,5
1,AOR,BKI,416.1,12,29,11,5
1,AOR,BKI,416.1,12,29,11,5
1,AOR,BKI,416.1,12,29,11,5
1,AOR,BKI,416.1,12,29,11,5
1,AOR,BKI,239.0,12,29,18,10
1,AOR,BKI,239.0,12,29,20,5
1,AOR,BKI,239.0,12,29,20,5
1,AOR,BKI,239.0,12,29,20,5
1,AOR,BTU,536.1,12,29,11,5
1,AOR,BTU,322.1,12,29,18,10
1,AOR,BTU,476.1,12,29,20,5
1,AOR,BTU,322.1,12,29,20,5
0,AOR,JHB,134.3,12,29,17,10
1,AOR,KCH,606.1,12,29,11,5
1,AOR,KCH,676.1,12,29,11,5
1,AOR,KCH,606.1,12,29,11,5
1,AOR,KCH,606.1,12,29,11,5
1,AOR,KCH,586.1,12,29,18,10
1,AOR,KCH,526.1,12,29,18,10
1,AOR,KCH,1466.1,12,29,18,10
1,AOR,KCH,1466.1,12,29,20,5
1,AOR,KCH,526.1,12,29,20,5
0,AOR,KUL,114.3,12,29,11,5
0,AOR,KUL,94.3,12,29,18,10
0,AOR,KUL,94.3,12,29,20,5
1,AOR,LBU,406.1,12,29,11,5
1,AOR,MYY,526.1,12,29,11,5
1,AOR,MYY,436.1,12,29,18,10
1,AOR,MYY,436.1,12,29,20,5
1,AOR,SDK,356.1,12,29,11,5
1,AOR,SDK,356.1,12,29,11,5
1,AOR,SDK,336.1,12,29,18,10
1,AOR,SDK,336.1,12,29,18,10
1,AOR,SDK,336.1,12,29,20,5
1,AOR,SDK,336.1,12,29,20,5
1,AOR,SDK,376.1,12,29,20,5
1,AOR,SBW,466.1,12,29,11,5
1,AOR,SBW,406.1,12,29,18,10
1,AOR,SBW,406.1,12,29,20,5
1,AOR,TGG,296.1,12,29,11,5
1,AOR,TGG,296.1,12,29,18,10
1,AOR,TGG,276.1,12,29,18,10
1,AOR,TGG,276.1,12,29,20,5
1,AOR,TGG,296.1,12,29,20,5
1,AOR,TWU,386.11,12,29,11,5
1,AOR,TWU,386.11,12,29,11,5
1,AOR,TWU,386.11,12,29,11,5
1,AOR,TWU,366.1,12,29,18,10
1,AOR,TWU,366.1,12,29,18,10
1,AOR,TWU,366.1,12,29,18,10
1,AOR,TWU,366.1,12,29,20,5
1,AOR,TWU,366.1,12,29,20,5
1,AOR,TWU,366.1,12,29,20,5
1,BKI,AOR,446.1,12,29,9,50
1,BKI,AOR,446.1,12,29,10,35
1,BKI,AOR,446.1,12,29,10,35
1,BKI,AOR,446.1,12,29,11,50
1,BKI,AOR,446.1,12,29,11,50
1,BKI,AOR,446.1,12,29,12,30
1,BKI,AOR,446.1,12,29,12,30
1,BKI,AOR,446.1,12,29,13,25
1,BKI,AOR,446.1,12,29,14,10
1,BKI,AOR,239.0,12,29,22,55
0,BKI,JHB,524.3,12,29,9,40
0,BKI,JHB,464.3,12,29,21,35
0,BKI,KCH,164.3,12,29,8,0
0,BKI,KCH,254.29,12,29,17,55
0,BKI,KUL,284.3,12,29,8,30
0,BKI,KUL,284.3,12,29,9,50
0,BKI,KUL,284.3,12,29,10,35
0,BKI,KUL,284.3,12,29,11,50
0,BKI,KUL,284.3,12,29,12,30
0,BKI,KUL,284.3,12,29,13,25
0,BKI,KUL,284.3,12,29,14,10
0,BKI,KUL,284.3,12,29,15,0
0,BKI,KUL,284.3,12,29,15,50
0,BKI,KUL,284.3,12,29,18,45
0,BKI,KUL,284.3,12,29,20,45
0,BKI,KUL,234.3,12,29,21,20
0,BKI,KUL,234.3,12,29,22,5
0,BKI,KUL,234.3,12,29,22,55
1,BKI,LGK,486.11,12,29,8,30
1,BKI,LGK,486.11,12,29,8,30
1,BKI,LGK,486.11,12,29,8,30
1,BKI,LGK,456.11,12,29,9,50
1,BKI,LGK,486.11,12,29,9,50
1,BKI,LGK,456.11,12,29,10,35
1,BKI,LGK,456.11,12,29,12,30
1,BKI,LGK,456.11,12,29,13,25
1,BKI,LGK,456.11,12,29,13,25
1,BKI,LGK,456.11,12,29,14,10
0,BKI,MYY,334.3,12,29,16,40
0,BKI,PEN,329.3,12,29,7,5
0,BKI,PEN,439.3,12,29,13,25
0,BKI,SDK,104.0,12,29,8,15
0,BKI,SDK,134.0,12,29,10,20
0,BKI,SDK,134.0,12,29,12,50
0,BKI,SBW,144.3,12,29,10,45
0,BKI,TWU,174.0,12,29,7,30
0,BKI,TWU,174.0,12,29,9,5
0,BKI,TWU,194.0,12,29,14,5
0,BKI,TWU,194.0,12,29,15,15
1,BTU,AOR,322.1,12,29,9,0
1,BTU,AOR,322.1,12,29,9,0
1,BTU,AOR,326.1,12,29,16,50
1,BTU,AOR,326.1,12,29,16,50
1,BTU,KBR,322.1,12,29,9,0
1,BTU,KBR,322.1,12,29,9,0
1,BTU,KBR,322.1,12,29,9,0
1,BTU,KBR,322.1,12,29,9,0
1,BTU,KBR,332.11,12,29,9,0
1,BTU,KBR,346.1,12,29,16,50
1,BTU,KBR,346.1,12,29,16,50
1,BTU,KBR,346.1,12,29,16,50
0,BTU,KCH,244.0,12,29,12,30
0,BTU,KCH,244.0,12,29,18,55
0,BTU,KUL,160.3,12,29,9,0
0,BTU,KUL,184.3,12,29,16,50
1,BTU,LGK,362.11,12,29,9,0
1,BTU,LGK,332.11,12,29,9,0
1,BTU,LGK,332.11,12,29,9,0
1,BTU,LGK,332.11,12,29,9,0
1,BTU,LGK,362.11,12,29,9,0
1,BTU,LGK,362.11,12,29,9,0
1,BTU,LGK,436.11,12,29,16,50
1,BTU,LGK,736.11,12,29,16,50
1,BTU,LGK,566.1,12,29,16,50
1,BTU,LGK,416.1,12,29,16,50
1,BTU,PEN,308.1,12,29,9,0
1,BTU,PEN,308.1,12,29,9,0
1,BTU,PEN,308.1,12,29,9,0
1,BTU,PEN,969.72,12,29,12,30
1,BTU,PEN,316.1,12,29,16,50
1,BTU,PEN,366.1,12,29,16,50
1,BTU,PEN,332.1,12,29,16,50
1,BTU,TGG,342.11,12,29,9,0
1,BTU,TGG,342.11,12,29,9,0
1,BTU,TGG,366.1,12,29,16,50
1,BTU,TGG,386.11,12,29,16,50
0,IPH,LGK,114.3,12,29,11,20
0,JHB,AOR,134.3,12,29,15,30
0,JHB,BKI,294.3,12,29,7,0
0,JHB,BKI,294.3,12,29,18,55
0,JHB,KCH,284.3,12,29,6,45
0,JHB,KCH,374.3,12,29,14,0
0,JHB,KUL,94.3,12,29,15,55
0,JHB,KUL,74.3,12,29,21,0
0,JHB,LGK,164.3,12,29,10,25
0,JHB,PEN,164.3,12,29,8,50
0,JHB,PEN,194.3,12,29,18,25
1,JHB,SDK,503.12,12,29,7,0
0,JHB,SBW,324.3,12,29,17,40
1,JHB,TGG,163.0,12,29,15,55
1,JHB,TGG,163.0,12,29,15,55
1,JHB,TGG,163.0,12,29,21,0
1,JHB,TGG,163.0,12,29,21,0
0,JHB,TWU,384.3,12,29,12,30
1,KBR,BTU,526.1,12,29,8,50
1,KBR,BTU,586.1,12,29,9,45
1,KBR,BTU,392.11,12,29,14,30
1,KBR,BTU,392.11,12,29,16,5
1,KBR,BTU,332.11,12,29,17,20
1,KBR,BTU,332.11,12,29,18,40
1,KBR,BTU,486.11,12,29,20,30
1,KBR,BTU,332.11,12,29,20,30
0,KBR,KUL,104.3,12,29,8,50
0,KBR,KUL,164.3,12,29,9,45
0,KBR,KUL,164.3,12,29,14,30
0,KBR,KUL,164.3,12,29,16,5
0,KBR,KUL,104.3,12,29,17,20
0,KBR,KUL,104.3,12,29,18,40
0,KBR,KUL,104.3,12,29,20,30
1,KBR,LBU,396.1,12,29,8,50
1,KBR,LBU,456.1,12,29,9,45
1,KBR,MYY,426.1,12,29,8,50
1,KBR,MYY,516.1,12,29,8,50
1,KBR,MYY,576.1,12,29,9,45
1,KBR,MYY,446.1,12,29,18,40
1,KBR,MYY,446.1,12,29,20,30
1,KBR,SDK,259.0,12,29,8,50
1,KBR,SDK,259.0,12,29,8,50
1,KBR,SDK,406.1,12,29,9,45
1,KBR,SDK,406.1,12,29,9,45
1,KBR,SDK,406.1,12,29,16,5
1,KBR,SDK,259.0,12,29,17,20
1,KBR,SDK,259.0,12,29,18,40
1,KBR,SDK,259.0,12,29,18,40
1,KBR,SDK,259.0,12,29,20,30
1,KBR,SDK,259.0,12,29,20,30
1,KBR,SBW,456.11,12,29,8,50
1,KBR,SBW,516.1,12,29,9,45
1,KBR,SBW,476.1,12,29,14,30
1,KBR,SBW,516.1,12,29,14,30
1,KBR,SBW,516.1,12,29,16,5
1,KBR,SBW,476.1,12,29,16,5
1,KBR,SBW,416.1,12,29,17,20
1,KBR,SBW,416.1,12,29,18,40
1,KBR,SBW,416.1,12,29,20,30
1,KBR,TGG,286.11,12,29,8,50
1,KBR,TGG,286.11,12,29,8,50
1,KBR,TGG,346.1,12,29,9,45
1,KBR,TGG,346.1,12,29,9,45
1,KBR,TGG,346.1,12,29,14,30
1,KBR,TGG,346.1,12,29,16,5
1,KBR,TGG,346.1,12,29,16,5
1,KBR,TGG,286.11,12,29,17,20
1,KBR,TGG,286.11,12,29,18,40
1,KBR,TGG,286.11,12,29,20,30
1,KBR,TWU,269.0,12,29,8,50
1,KBR,TWU,269.0,12,29,8,50
1,KBR,TWU,269.0,12,29,8,50
1,KBR,TWU,436.11,12,29,9,45
1,KBR,TWU,436.11,12,29,9,45
1,KBR,TWU,436.11,12,29,9,45
1,KBR,TWU,436.11,12,29,14,30
1,KBR,TWU,269.0,12,29,18,40
1,KBR,TWU,269.0,12,29,20,30
1,KBR,TWU,269.0,12,29,20,30
1,KCH,AOR,526.1,12,29,6,45
1,KCH,AOR,526.1,12,29,6,45
1,KCH,AOR,1666.1,12,29,11,20
1,KCH,AOR,1666.1,12,29,11,20
1,KCH,AOR,1246.09,12,29,14,20
1,KCH,AOR,1266.1,12,29,14,20
1,KCH,AOR,566.09,12,29,20,20
1,KCH,AOR,566.09,12,29,20,20
0,KCH,BKI,194.3,12,29,6,10
0,KCH,BKI,194.3,12,29,19,45
0,KCH,BTU,214.0,12,29,11,10
0,KCH,BTU,214.0,12,29,17,35
0,KCH,JHB,594.3,12,29,8,35
0,KCH,JHB,684.31,12,29,15,50
0,KCH,KUL,364.3,12,29,6,45
0,KCH,KUL,1504.3,12,29,11,20
0,KCH,KUL,1104.3,12,29,14,20
0,KCH,KUL,424.3,12,29,20,20
0,KCH,MYY,144.0,12,29,8,10
0,KCH,MYY,144.0,12,29,11,45
0,KCH,MYY,164.0,12,29,14,40
0,KCH,MYY,144.0,12,29,20,10
0,KCH,PEN,644.3,12,29,16,20
0,KCH,SBW,114.0,12,29,9,35
0,KCH,SBW,114.0,12,29,13,45
0,KCH,SBW,134.0,12,29,16,40
1,KCH,TGG,546.1,12,29,6,45
1,KCH,TGG,546.1,12,29,6,45
1,KCH,TGG,1686.1,12,29,11,20
1,KCH,TGG,1286.1,12,29,14,20
1,KCH,TGG,1286.1,12,29,14,20
1,KCH,TGG,606.1,12,29,20,20
1,KCH,TGG,626.1,12,29,20,20
1,KCH,TWU,227.54,12,29,6,10
1,KCH,TWU,183.54,12,29,6,10
1,KCH,TWU,227.54,12,29,6,10
0,KUL,AOR,94.3,12,29,9,35
0,KUL,AOR,94.3,12,29,16,35
0,KUL,AOR,94.3,12,29,18,30
0,KUL,BKI,204.31,12,29,5,25
0,KUL,BKI,204.31,12,29,6,45
0,KUL,BKI,204.31,12,29,7,40
0,KUL,BKI,234.3,12,29,8,45
0,KUL,BKI,234.3,12,29,9,25
0,KUL,BKI,234.3,12,29,10,25
0,KUL,BKI,284.3,12,29,11,55
0,KUL,BKI,284.3,12,29,12,45
0,KUL,BKI,284.3,12,29,15,40
0,KUL,BKI,234.3,12,29,17,20
0,KUL,BKI,234.3,12,29,17,45
0,KUL,BKI,234.3,12,29,18,15
0,KUL,BKI,234.3,12,29,19,0
0,KUL,BKI,234.3,12,29,19,45
0,KUL,BTU,160.3,12,29,6,20
0,KUL,BTU,354.3,12,29,14,10
0,KUL,JHB,94.3,12,29,14,35
0,KUL,JHB,74.3,12,29,19,35
0,KUL,KBR,94.3,12,29,7,15
0,KUL,KBR,104.3,12,29,8,15
0,KUL,KBR,94.3,12,29,12,55
0,KUL,KBR,94.3,12,29,14,20
0,KUL,KBR,94.3,12,29,15,50
0,KUL,KBR,94.3,12,29,17,5
0,KUL,KBR,104.3,12,29,19,0
0,KUL,KCH,364.3,12,29,9,10
0,KUL,KCH,424.3,12,29,14,0
0,KUL,KCH,494.3,12,29,16,30
0,KUL,KCH,424.3,12,29,18,10
0,KUL,KCH,424.3,12,29,20,55
0,KUL,LBU,184.3,12,29,7,35
0,KUL,LBU,224.3,12,29,16,35
0,KUL,LGK,134.3,12,29,7,5
0,KUL,LGK,134.3,12,29,8,0
0,KUL,LGK,134.3,12,29,8,25
0,KUL,LGK,164.3,12,29,8,50
0,KUL,LGK,134.3,12,29,10,20
0,KUL,LGK,164.3,12,29,12,5
0,KUL,LGK,134.3,12,29,12,25
0,KUL,LGK,134.3,12,29,12,40
0,KUL,LGK,134.3,12,29,13,30
0,KUL,LGK,134.3,12,29,14,15
0,KUL,LGK,104.3,12,29,15,0
0,KUL,LGK,104.3,12,29,17,45
0,KUL,LGK,104.3,12,29,18,45
0,KUL,MYY,254.29,12,29,12,0
0,KUL,MYY,344.3,12,29,16,25
0,KUL,PEN,80.3,12,29,9,55
0,KUL,PEN,80.3,12,29,11,35
0,KUL,PEN,80.3,12,29,14,40
0,KUL,PEN,80.3,12,29,17,15
0,KUL,PEN,80.3,12,29,19,20
0,KUL,SDK,174.3,12,29,6,15
0,KUL,SDK,174.3,12,29,12,55
0,KUL,SDK,174.3,12,29,15,15
0,KUL,SBW,244.3,12,29,7,15
0,KUL,SBW,284.3,12,29,19,25
0,KUL,TGG,114.3,12,29,12,50
0,KUL,TGG,114.3,12,29,19,0
0,KUL,TWU,204.31,12,29,6,15
0,KUL,TWU,204.31,12,29,7,0
0,KUL,TWU,204.31,12,29,11,15
0,KUL,TWU,204.31,12,29,13,20
0,KUL,TWU,204.31,12,29,15,30
0,KUL,TWU,204.31,12,29,17,40
1,LBU,AOR,326.1,12,29,10,30
1,LBU,AOR,346.1,12,29,10,30
1,LBU,AOR,346.1,12,29,10,30
1,LBU,AOR,296.1,12,29,19,35
1,LBU,AOR,296.1,12,29,19,35
1,LBU,AOR,316.1,12,29,19,35
1,LBU,JHB,346.1,12,29,10,30
1,LBU,JHB,326.1,12,29,10,30
1,LBU,JHB,316.1,12,29,19,35
1,LBU,KBR,356.11,12,29,10,30
1,LBU,KBR,346.1,12,29,10,30
1,LBU,KBR,346.1,12,29,10,30
1,LBU,KBR,316.1,12,29,19,35
1,LBU,KBR,316.1,12,29,19,35
1,LBU,KBR,316.1,12,29,19,35
1,LBU,KBR,316.1,12,29,19,35
1,LBU,KBR,326.11,12,29,19,35
0,LBU,KUL,184.3,12,29,10,30
0,LBU,KUL,154.31,12,29,19,35
1,LBU,LGK,356.11,12,29,10,30
1,LBU,LGK,356.11,12,29,10,30
1,LBU,LGK,356.11,12,29,10,30
1,LBU,LGK,706.11,12,29,19,35
1,LBU,LGK,406.11,12,29,19,35
1,LBU,LGK,386.11,12,29,19,35
1,LBU,LGK,406.11,12,29,19,35
1,LBU,LGK,536.11,12,29,19,35
1,LBU,LGK,406.11,12,29,19,35
1,LBU,LGK,406.11,12,29,19,35
1,LBU,PEN,219.0,12,29,10,30
1,LBU,PEN,219.0,12,29,10,30
1,LBU,PEN,219.0,12,29,10,30
1,LBU,PEN,336.11,12,29,19,35
1,LBU,PEN,219.0,12,29,19,35
1,LBU,PEN,219.0,12,29,19,35
1,LBU,PEN,336.11,12,29,19,35
1,LBU,TGG,366.1,12,29,10,30
1,LBU,TGG,336.11,12,29,19,35
1,LBU,TGG,356.11,12,29,19,35
1,LGK,BKI,486.11,12,29,9,30
1,LGK,BKI,486.11,12,29,12,0
1,LGK,BKI,486.11,12,29,12,55
1,LGK,BKI,486.11,12,29,13,55
1,LGK,BKI,466.1,12,29,14,10
1,LGK,BKI,466.1,12,29,14,10
1,LGK,BKI,486.11,12,29,15,0
1,LGK,BKI,486.11,12,29,15,0
1,LGK,BKI,466.1,12,29,16,0
1,LGK,BKI,566.1,12,29,16,30
1,LGK,BTU,556.1,12,29,9,30
1,LGK,BTU,556.1,12,29,10,20
1,LGK,BTU,556.1,12,29,10,50
1,LGK,BTU,412.11,12,29,13,55
1,LGK,BTU,392.11,12,29,14,10
1,LGK,BTU,412.11,12,29,15,0
1,LGK,BTU,392.11,12,29,16,0
1,LGK,BTU,492.11,12,29,16,30
1,LGK,BTU,452.1,12,29,20,30
1,LGK,BTU,392.11,12,29,21,30
0,LGK,IPH,234.3,12,29,10,5
0,LGK,JHB,534.3,12,29,12,10
0,LGK,KUL,134.3,12,29,9,30
0,LGK,KUL,134.3,12,29,10,20
0,LGK,KUL,134.3,12,29,10,50
0,LGK,KUL,134.3,12,29,12,0
0,LGK,KUL,134.3,12,29,12,55
0,LGK,KUL,164.3,12,29,13,35
0,LGK,KUL,184.3,12,29,13,55
0,LGK,KUL,164.3,12,29,14,10
0,LGK,KUL,184.3,12,29,15,0
0,LGK,KUL,164.3,12,29,16,0
0,LGK,KUL,264.3,12,29,16,30
0,LGK,KUL,224.3,12,29,20,30
0,LGK,KUL,164.3,12,29,21,30
1,LGK,LBU,426.1,12,29,9,30
